name,year,rate,id
Cass County,1890,195.8384453,19029
Dallas County,1890,192.913744,19049
Jones County,1890,192.802074,19105
Jackson County,1890,192.4326695,19097
Lucas County,1890,190.5885508,19117
Van Buren County,1890,189.8118223,19177
Jasper County,1890,189.7212252,19099
Mills County,1890,187.7958781,19129
Fremont County,1890,186.9360204,19071
Benton County,1890,185.2294179,19011
Washington County,1890,182.3091202,19183
Carroll County,1890,182.060587,19027
Hardin County,1890,181.7805777,19083
Clayton County,1890,180.6964804,19043
Buchanan County,1890,180.2235111,19019
Warren County,1890,179.636127,19181
Bremer County,1890,179.3213781,19017
Monroe County,1890,178.9912884,19135
Taylor County,1890,175.7517321,19173
Poweshiek County,1890,174.8094167,19157
Cedar County,1890,174.356082,19031
Story County,1890,174.183494,19169
Iowa County,1890,173.329287,19095
Davis County,1890,173.3191327,19051
Winneshiek County,1890,172.9292363,19191
Wayne County,1890,170.4531812,19185
Harrison County,1890,170.0070562,19085
Fayette County,1890,169.9150577,19065
Decatur County,1890,168.1024483,19053
Shelby County,1890,165.9930712,19165
Tama County,1890,165.0903251,19171
Adams County,1890,164.2520685,19003
Floyd County,1890,164.1059407,19067
Webster County,1890,163.5047417,19187
Guthrie County,1890,163.3414203,19077
Delaware County,1890,162.9291019,19055
Louisa County,1890,160.7745981,19115
Madison County,1890,160.1204706,19121
Chickasaw County,1890,158.408712,19037
Audubon County,1890,155.9830179,19009
Greene County,1890,152.4361951,19073
Mitchell County,1890,149.6180866,19131
Clarke County,1890,149.2519738,19039
Cherokee County,1890,146.3341701,19035
Crawford County,1890,145.6416235,19047
Hamilton County,1890,144.6415362,19079
Ringgold County,1890,144.3466572,19159
Allamakee County,1890,143.8666172,19005
Adair County,1890,143.5876442,19001
Grundy County,1890,143.5010111,19075
Butler County,1890,143.2848895,19023
Cerro Gordo County,1890,137.856191,19033
Sac County,1890,136.9029059,19161
Ida County,1890,135.1321835,19093
Sioux County,1890,127.3923222,19167
Buena Vista County,1890,125.8781159,19021
Calhoun County,1890,124.9037241,19025
Howard County,1890,124.7268483,19089
Plymouth County,1890,122.0963029,19149
Humboldt County,1890,121.5777197,19091
Worth County,1890,121.5100921,19195
O'Brien County,1890,121.5058605,19141
Franklin County,1890,119.1638187,19069
Monona County,1890,114.4660086,19133
Wright County,1890,111.7164533,19197
Winnebago County,1890,96.34017088,19189
Pocahontas County,1890,89.00918557,19151
Palo Alto County,1890,87.24945642,19147
Clay County,1890,86.68438655,19041
Lyon County,1890,77.97340381,19119
Osceola County,1890,73.71563286,19143
Kossuth County,1890,71.51082492,19109
Hancock County,1890,70.90146876,19081
Dickinson County,1890,56.59291619,19059
Emmet County,1890,56.06685286,19063
Scott County,1880,491.67139,19163
Des Moines County,1880,439.3897795,19057
Polk County,1880,399.1146625,19153
Dubuque County,1880,379.1426464,19061
Lee County,1880,372.1636357,19111
Wapello County,1880,329.7506155,19179
Muscatine County,1880,289.2556031,19139
Clinton County,1880,286.6309623,19045
Linn County,1880,282.8911306,19113
Henry County,1880,273.6646309,19087
Marion County,1880,247.9927103,19125
Mahaska County,1880,247.4480862,19123
Pottawattamie County,1880,234.0617255,19155
Marshall County,1880,228.4067333,19127
Johnson County,1880,227.5470142,19103
Jefferson County,1880,227.314678,19101
Black Hawk County,1880,227.0431882,19013
Montgomery County,1880,212.6013697,19137
Page County,1880,210.6364962,19145
Keokuk County,1880,206.4147178,19107
Washington County,1880,201.1244322,19183
Jackson County,1880,200.8834477,19097
Jones County,1880,200.6063986,19105
Boone County,1880,200.2781537,19015
Union County,1880,199.9665368,19175
Van Buren County,1880,199.0378938,19177
Jasper County,1880,197.4795401,19099
Fremont County,1880,195.9265308,19071
Clayton County,1880,194.8639821,19043
Warren County,1880,192.5073126,19181
Benton County,1880,190.6687796,19011
Lucas County,1880,190.156674,19117
Davis County,1880,187.0638012,19051
Appanoose County,1880,184.8417703,19007
Winneshiek County,1880,183.752666,19191
Mills County,1880,182.4903993,19129
Iowa County,1880,182.3515176,19095
Cedar County,1880,180.8802262,19031
Poweshiek County,1880,179.9603738,19157
Monroe County,1880,179.6854593,19135
Louisa County,1880,177.9583735,19115
Dallas County,1880,176.5887517,19049
Buchanan County,1880,175.9448985,19019
Wayne County,1880,175.4242791,19185
Madison County,1880,172.6178248,19121
Bremer County,1880,172.59223,19017
Hardin County,1880,170.3397751,19083
Cass County,1880,168.9025593,19029
Delaware County,1880,168.5732537,19055
Taylor County,1880,167.7171833,19173
Decatur County,1880,164.8033719,19053
Tama County,1880,164.5870707,19171
Fayette County,1880,163.4315438,19065
Story County,1880,162.4508274,19169
Mitchell County,1880,161.5884335,19131
Allamakee County,1880,159.0028604,19005
Adams County,1880,158.8536113,19003
Floyd County,1880,156.1581232,19067
Chickasaw County,1880,153.2933099,19037
Clarke County,1880,151.635896,19039
Grundy County,1880,137.2462564,19075
Guthrie County,1880,135.2782741,19077
Harrison County,1880,132.5364057,19085
Butler County,1880,132.4433115,19023
Ringgold County,1880,128.6831921,19159
Greene County,1880,122.8116386,19073
Howard County,1880,120.8786313,19089
Webster County,1880,120.8444136,19187
Shelby County,1880,119.6665739,19165
Carroll County,1880,119.4301206,19027
Adair County,1880,115.2633167,19001
Cerro Gordo County,1880,106.2950623,19033
Hamilton County,1880,106.2410448,19079
Worth County,1880,104.5063007,19195
Crawford County,1880,95.68378705,19047
Franklin County,1880,94.88850731,19069
Audubon County,1880,93.59986441,19009
Woodbury County,1880,93.13468923,19193
Sac County,1880,82.71492196,19161
Cherokee County,1880,77.00322891,19035
Monona County,1880,71.40817832,19133
Buena Vista County,1880,70.02829639,19021
Humboldt County,1880,66.01734457,19091
Winnebago County,1880,64.66957273,19189
Ida County,1880,55.31520113,19093
Plymouth County,1880,53.44833047,19149
Calhoun County,1880,53.31779481,19025
Wright County,1880,46.90293494,19197
Clay County,1880,39.55690988,19041
Palo Alto County,1880,38.68077961,19147
O'Brien County,1880,38.65672666,19141
Sioux County,1880,37.62823843,19167
Pocahontas County,1880,34.59553083,19151
Kossuth County,1880,33.67331375,19109
Hancock County,1880,32.12475681,19081
Osceola County,1880,29.34606913,19143
Dickinson County,1880,24.85747081,19059
Emmet County,1880,20.3330889,19063
Lyon County,1880,17.67876252,19119
Scott County,1870,459.8949252,19163
Lee County,1870,397.2635154,19111
Des Moines County,1870,361.8238566,19057
Dubuque County,1870,343.6321934,19061
Wapello County,1870,291.4220785,19179
Henry County,1870,279.8848744,19087
Clinton County,1870,275.6687684,19045
Muscatine County,1870,270.7542305,19139
Polk County,1870,262.2511417,19153
Marion County,1870,241.3265051,19125
Linn County,1870,236.1161301,19113
Jefferson County,1870,232.1292885,19101
Johnson County,1870,222.7954525,19103
Mahaska County,1870,220.9968068,19123
Van Buren County,1870,206.3837153,19177
Black Hawk County,1870,206.0887151,19013
Jackson County,1870,191.1481512,19097
Keokuk County,1870,188.7037174,19107
Cedar County,1870,188.4742154,19031
Jones County,1870,188.018471,19105
Clayton County,1870,187.7126382,19043
Washington County,1870,187.0869854,19183
Appanoose County,1870,182.8417992,19007
Winneshiek County,1870,180.9278276,19191
Davis County,1870,176.8064164,19051
Warren County,1870,176.7944367,19181
Louisa County,1870,174.369957,19115
Benton County,1870,172.0217284,19011
Marshall County,1870,169.0163668,19127
Jasper County,1870,168.2185229,19099
Monroe County,1870,166.6533846,19135
Delaware County,1870,163.7085771,19055
Buchanan County,1870,161.6006363,19019
Iowa County,1870,157.9032651,19095
Bremer County,1870,153.5569532,19017
Poweshiek County,1870,148.0757596,19157
Allamakee County,1870,143.5532874,19005
Boone County,1870,140.1697185,19015
Madison County,1870,139.1445587,19121
Lucas County,1870,135.9495891,19117
Hardin County,1870,130.8996171,19083
Decatur County,1870,129.1475563,19053
Fayette County,1870,124.625914,19065
Fremont County,1870,124.0246463,19071
Tama County,1870,122.9999554,19171
Wayne County,1870,122.7763278,19185
Clarke County,1870,115.0472989,19039
Floyd County,1870,114.5677366,19067
Dallas County,1870,113.2198979,19049
Mills County,1870,112.5381128,19129
Story County,1870,111.9551988,19169
Mitchell County,1870,107.8006245,19131
Chickasaw County,1870,107.3707097,19037
Page County,1870,106.8337342,19145
Pottawattamie County,1870,99.22220148,19155
Butler County,1870,92.20901091,19023
Union County,1870,79.90652131,19175
Webster County,1870,79.42654583,19187
Montgomery County,1870,79.36939463,19137
Taylor County,1870,74.97124363,19173
Harrison County,1870,71.09632043,19085
Howard County,1870,70.07101242,19089
Grundy County,1870,69.48641467,19075
Guthrie County,1870,66.36097633,19077
Adams County,1870,61.65465701,19003
Ringgold County,1870,60.59876263,19159
Hamilton County,1870,57.17112746,19079
Cass County,1870,54.46990404,19029
Greene County,1870,44.64912797,19073
Franklin County,1870,43.86591352,19069
Cerro Gordo County,1870,43.79419632,19033
Adair County,1870,39.33989262,19001
Woodbury County,1870,38.33204201,19193
Worth County,1870,38.00229117,19195
Humboldt County,1870,32.08781623,19091
Monona County,1870,28.81562491,19133
Shelby County,1870,23.9408552,19165
Carroll County,1870,23.70036641,19027
Wright County,1870,22.16353622,19197
Winnebago County,1870,20.54380163,19189
Crawford County,1870,19.50213335,19047
Cherokee County,1870,18.38171739,19035
Kossuth County,1870,18.26469316,19109
Emmet County,1870,18.26042564,19063
Dickinson County,1870,18.16256021,19059
Calhoun County,1870,15.26632838,19025
Audubon County,1870,15.23134206,19009
Buena Vista County,1870,14.72666177,19021
Clay County,1870,14.18200889,19041
Plymouth County,1870,13.72085906,19149
Pocahontas County,1870,13.47296999,19151
Sac County,1870,13.30188681,19161
Palo Alto County,1870,12.50968811,19147
Hancock County,1870,9.294130337,19081
O'Brien County,1870,6.652120232,19141
Sioux County,1870,3.994446247,19167
Ida County,1870,2.85286067,19093
Lyon County,1870,1.985267539,19119
Osceola County,1870,0,19143
Lee County,1860,312.0883387,19111
Scott County,1860,309.2933072,19163
Dubuque County,1860,274.8069921,19061
Des Moines County,1860,260.3363535,19057
Henry County,1860,243.867448,19087
Muscatine County,1860,205.287835,19139
Van Buren County,1860,199.4816795,19177
Jefferson County,1860,195.6813857,19101
Wapello County,1860,189.3343657,19179
Marion County,1860,166.0428274,19125
Johnson County,1860,157.2489552,19103
Davis County,1860,156.348443,19051
Jackson County,1860,156.2802405,19097
Clinton County,1860,147.654358,19045
Mahaska County,1860,145.4722183,19123
Linn County,1860,143.9411943,19113
Washington County,1860,140.5225431,19183
Louisa County,1860,140.4221833,19115
Clayton County,1860,140.1068584,19043
Appanoose County,1860,132.5647488,19007
Keokuk County,1860,128.8611214,19107
Jones County,1860,126.794069,19105
Cedar County,1860,123.6912784,19031
Monroe County,1860,112.7962078,19135
Polk County,1860,109.43998,19153
Winneshiek County,1860,107.0214583,19191
Delaware County,1860,103.5293342,19055
Warren County,1860,101.0914129,19181
Allamakee County,1860,98.31327387,19005
Decatur County,1860,93.24457866,19053
Fayette County,1860,88.64718431,19065
Black Hawk County,1860,78.27307505,19013
Iowa County,1860,76.17191273,19095
Lucas County,1860,75.46065948,19117
Jasper County,1860,75.17198687,19099
Buchanan County,1860,75.00379423,19019
Madison County,1860,73.55098792,19121
Clarke County,1860,71.47815581,19039
Wayne County,1860,69.71502478,19185
Benton County,1860,65.08847441,19011
Bremer County,1860,60.24364822,19017
Mills County,1860,57.84391875,19129
Marshall County,1860,57.84213964,19127
Fremont County,1860,56.31833319,19071
Poweshiek County,1860,53.86646592,19157
Hardin County,1860,52.03843301,19083
Dallas County,1860,49.3988805,19049
Page County,1860,47.3281475,19145
Chickasaw County,1860,45.73275021,19037
Boone County,1860,40.67459192,19015
Tama County,1860,40.29847897,19171
Floyd County,1860,39.83484453,19067
Story County,1860,38.92631622,19169
Taylor County,1860,38.5100536,19173
Mitchell County,1860,38.35236161,19131
Howard County,1860,35.33667102,19089
Butler County,1860,34.50772351,19023
Ringgold County,1860,31.12461486,19159
Pottawattamie County,1860,29.1798909,19155
Harrison County,1860,28.82541443,19085
Guthrie County,1860,28.73981952,19077
Union County,1860,26.85798879,19175
Adams County,1860,20.48473975,19003
Webster County,1860,18.97024712,19187
Montgomery County,1860,16.79945393,19137
Cass County,1860,16.06981796,19029
Hamilton County,1860,16.04190678,19079
Greene County,1860,13.25867773,19073
Franklin County,1860,12.11913904,19069
Worth County,1860,9.934208895,19195
Adair County,1860,9.721359704,19001
Cerro Gordo County,1860,8.718031457,19033
Grundy County,1860,8.611146559,19075
Shelby County,1860,7.710086438,19165
Woodbury County,1860,6.94970107,19193
Monona County,1860,6.561193193,19133
Wright County,1860,6.050497138,19197
Audubon County,1860,5.705469716,19009
Humboldt County,1860,4.103680658,19091
Crawford County,1860,2.952299238,19047
Carroll County,1860,2.717177871,19027
Dickinson County,1860,2.353679509,19059
Sac County,1860,2.319109962,19161
Kossuth County,1860,2.2674164,19109
Winnebago County,1860,2.209576616,19189
Hancock County,1860,1.665314645,19081
Calhoun County,1860,1.400842866,19025
Emmet County,1860,1.377402796,19063
Palo Alto County,1860,1.235987148,19147
Pocahontas County,1860,0.959692883,19151
Plymouth County,1860,0.923459364,19149
Ida County,1860,0.542800924,19093
Cherokee County,1860,0.542013019,19035
Buena Vista County,1860,0.529602348,19021
Clay County,1860,0.484218294,19041
O'Brien County,1860,0.074429317,19141
Sioux County,1860,0.069348025,19167
Lyon County,1860,0,19119
Osceola County,1860,0,19143
Lee County,1850,201.3648795,19111
Des Moines County,1850,172.4159176,19057
Van Buren County,1850,143.2960721,19177
Jefferson County,1850,128.8754119,19101
Henry County,1850,113.5422635,19087
Wapello County,1850,110.4733029,19179
Dubuque County,1850,95.59692597,19061
Davis County,1850,82.51344739,19051
Muscatine County,1850,71.54613126,19139
Scott County,1850,71.32130424,19163
Louisa County,1850,66.87995789,19115
Jackson County,1850,60.93011054,19097
Mahaska County,1850,58.803531,19123
Marion County,1850,54.13946231,19125
Washington County,1850,48.93363162,19183
Keokuk County,1850,46.82151515,19107
Pottawattamie County,1850,45.9782983,19155
Polk County,1850,42.48624771,19153
Linn County,1850,41.35830799,19113
Johnson County,1850,40.01691957,19103
Monroe County,1850,37.77337011,19135
Cedar County,1850,37.6451717,19031
Appanoose County,1850,34.78838559,19007
Jones County,1850,28.65397305,19105
Clayton County,1850,26.17878534,19043
Clinton County,1850,22.00235497,19045
Delaware County,1850,16.51923974,19055
Fremont County,1850,13.80764811,19071
Madison County,1850,11.81586248,19121
Decatur County,1850,10.3700609,19053
Jasper County,1850,9.735924638,19099
Warren County,1850,9.449357823,19181
Dallas County,1850,8.044745222,19049
Iowa County,1850,7.798394852,19095
Boone County,1850,7.064230875,19015
Allamakee County,1850,6.242495203,19005
Lucas County,1850,6.164060113,19117
Fayette County,1850,6.057643258,19065
Page County,1850,5.901291982,19145
Poweshiek County,1850,5.844720631,19157
Benton County,1850,5.148240914,19011
Buchanan County,1850,4.904751027,19019
Winneshiek County,1850,4.191200419,19191
Wayne County,1850,3.698409803,19185
Marshall County,1850,3.250314746,19127
Taylor County,1850,2.188315024,19173
Black Hawk County,1850,1.281764329,19013
Clarke County,1850,1.040496464,19039
Tama County,1850,0.061000536,19171
Adair County,1850,0,19001
Cherokee County,1850,0,19035
Sac County,1850,0,19161
Ringgold County,1850,0,19159
Chickasaw County,1850,0,19037
Clay County,1850,0,19041
Pocahontas County,1850,0,19151
Plymouth County,1850,0,19149
Crawford County,1850,0,19047
Palo Alto County,1850,0,19147
Cerro Gordo County,1850,0,19033
Shelby County,1850,0,19165
Bremer County,1850,0,19017
Buena Vista County,1850,0,19021
Union County,1850,0,19175
Butler County,1850,0,19023
Calhoun County,1850,0,19025
Carroll County,1850,0,19027
Story County,1850,0,19169
Cass County,1850,0,19029
Sioux County,1850,0,19167
Osceola County,1850,0,19143
Webster County,1850,0,19187
Guthrie County,1850,0,19077
Hamilton County,1850,0,19079
Hancock County,1850,0,19081
Kossuth County,1850,0,19109
Hardin County,1850,0,19083
Harrison County,1850,0,19085
Howard County,1850,0,19089
Humboldt County,1850,0,19091
Ida County,1850,0,19093
Grundy County,1850,0,19075
Greene County,1850,0,19073
Montgomery County,1850,0,19137
Dickinson County,1850,0,19059
Monona County,1850,0,19133
Mitchell County,1850,0,19131
Emmet County,1850,0,19063
Mills County,1850,0,19129
Floyd County,1850,0,19067
Franklin County,1850,0,19069
Lyon County,1850,0,19119
O'Brien County,1850,0,19141
Woodbury County,1850,0,19193
Audubon County,1850,0,19009
Wright County,1850,0,19197
Adams County,1850,0,19003
Worth County,1850,0,19195
Winnebago County,1850,0,19189
